상호명,대표주소,네이버플레이스,네이버지도검색링크,네이버예약URL,지역_시도,지역_시군구,지역_읍면동,식당유형_대,식당유형_세부,주요리_대표,검색태그,배지,출처유형,근거URL,근거문구,최종업데이트
상무초밥 청주율량점,충청북도 청주시 청원구 1순환로 128 1층 101호,"https://map.naver.com/p/entry/place/1192510928?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101534&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1192510928?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101534&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%83%81%EB%AC%B4%EC%B4%88%EB%B0%A5%20%EC%B2%AD%EC%A3%BC%EC%9C%A8%EB%9F%89%EC%A0%90%20%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%EC%B2%AD%EC%9B%90%EA%B5%AC%201%EC%88%9C%ED%99%98%EB%A1%9C%20128%201%EC%B8%B5%20101%ED%98%B8,충청북도,청주시,청원구,일식,초밥/일식,초밥,"청주,신동진쌀,초밥",오직미클럽,ozicme-base,,,2026-02-05
상안가든,울산광역시 북구 동산길 22 (상안동),"https://map.naver.com/p/entry/place/13439722?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101707&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/13439722?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101707&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%83%81%EC%95%88%EA%B0%80%EB%93%A0%20%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%B6%81%EA%B5%AC%20%EB%8F%99%EC%82%B0%EA%B8%B8%2022%20%28%EC%83%81%EC%95%88%EB%8F%99%29,울산광역시,북구,,한식,오리요리,오리불고기/오리탕+쌀밥,"울산,북구,오리탕,쌀밥,복조리찰메쌀",오직미클럽,ozicme-base,,,2026-02-05
샤브로21 순천대점,전라남도 순천시 중앙로 270 샤브로 21,"https://map.naver.com/p/entry/place/1823823131?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101926&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1823823131?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101926&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%83%A4%EB%B8%8C%EB%A1%9C21%20%EC%88%9C%EC%B2%9C%EB%8C%80%EC%A0%90%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EC%88%9C%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20270%20%EC%83%A4%EB%B8%8C%EB%A1%9C%2021,전라남도,순천시,석현동,기타,기타(주점/카페/뷔페/기타),샤브샤브,샤브샤브,오직미클럽,ozicme-base,,,2026-02-05
샤오바오우육면,서울특별시 중구 을지로 256 1층,"https://map.naver.com/p/entry/place/1397211905?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061112&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1397211905?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061112&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%83%A4%EC%98%A4%EB%B0%94%EC%98%A4%EC%9A%B0%EC%9C%A1%EB%A9%B4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%A4%91%EA%B5%AC%20%EC%9D%84%EC%A7%80%EB%A1%9C%20256%201%EC%B8%B5,서울특별시,중구,샤오바오우육면,주점,기타(주점/카페/뷔페/기타),주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
서린바지락칼국수,서울특별시 종로구 종로1가 24 르메이에르종로타운1 2층 211-3호 서린 바지락칼국수,"https://map.naver.com/p/entry/place/18666340?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072111&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/18666340?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072111&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%9C%EB%A6%B0%EB%B0%94%EC%A7%80%EB%9D%BD%EC%B9%BC%EA%B5%AD%EC%88%98%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%A2%85%EB%A1%9C%EA%B5%AC%20%EC%A2%85%EB%A1%9C1%EA%B0%80%2024%20%EB%A5%B4%EB%A9%94%EC%9D%B4%EC%97%90%EB%A5%B4%EC%A2%85%EB%A1%9C%ED%83%80%EC%9A%B41%202%EC%B8%B5%20211-3%ED%98%B8%20%EC%84%9C%EB%A6%B0%20%EB%B0%94%EC%A7%80%EB%9D%BD%EC%B9%BC%EA%B5%AD%EC%88%98,서울특별시,종로구,종로1가,주점,면요리,주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
서서갈비,경상북도 예천군 호명면 새움3로 6 1층,"https://map.naver.com/p/entry/place/1369953872?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101708&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1369953872?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101708&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%9C%EC%84%9C%EA%B0%88%EB%B9%84%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%98%88%EC%B2%9C%EA%B5%B0%20%ED%98%B8%EB%AA%85%EB%A9%B4%20%EC%83%88%EC%9B%803%EB%A1%9C%206%201%EC%B8%B5,경상북도,예천군,호명면,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
서울족발,부산광역시 사하구 다대로142번길 12,"https://map.naver.com/p/entry/place/1929639355?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101658&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1929639355?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101658&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%EC%A1%B1%EB%B0%9C%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%82%AC%ED%95%98%EA%B5%AC%20%EB%8B%A4%EB%8C%80%EB%A1%9C142%EB%B2%88%EA%B8%B8%2012,부산광역시,사하구,,한식,고기/구이,족발,"한식,족발/보쌈,족발",오직미클럽,ozicme-base,,,2026-02-05
서울횟집,강원도 강릉시 주문진읍 해안로 1759,"https://map.naver.com/p/entry/place/11727806?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072231&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/11727806?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072231&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%9A%9F%EC%A7%91%20%EA%B0%95%EC%9B%90%EB%8F%84%20%EA%B0%95%EB%A6%89%EC%8B%9C%20%EC%A3%BC%EB%AC%B8%EC%A7%84%EC%9D%8D%20%ED%95%B4%EC%95%88%EB%A1%9C%201759,강원특별자치도,강릉시,주문진읍,해산물,해산물/회,회,"해산물,횟집,회",오직미클럽,ozicme-base,,,2026-02-05
석바위식당,인천광역시 미추홀구 경인로 476 인천광역시미추홀구경인로476,"https://map.naver.com/p/entry/place/38360554?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061610&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/38360554?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061610&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%9D%EB%B0%94%EC%9C%84%EC%8B%9D%EB%8B%B9%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EA%B2%BD%EC%9D%B8%EB%A1%9C%20476%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%EA%B2%BD%EC%9D%B8%EB%A1%9C476,인천광역시,미추홀구,주안동,주점,기타(주점/카페/뷔페/기타),주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
석정숯불갈비,경상남도 김해시 서상동 330-16,"https://map.naver.com/p/entry/place/15107749?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101714&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/15107749?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101714&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%9D%EC%A0%95%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EA%B9%80%ED%95%B4%EC%8B%9C%20%EC%84%9C%EC%83%81%EB%8F%99%20330-16,경상남도,김해시,서상동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
선희네김밥,부산광역시 동래구 미남로132번길 13 선희네 김밥,"https://map.naver.com/p/entry/place/1136338313?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101618&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1136338313?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101618&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%A0%ED%9D%AC%EB%84%A4%EA%B9%80%EB%B0%A5%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8F%99%EB%9E%98%EA%B5%AC%20%EB%AF%B8%EB%82%A8%EB%A1%9C132%EB%B2%88%EA%B8%B8%2013%20%EC%84%A0%ED%9D%AC%EB%84%A4%20%EA%B9%80%EB%B0%A5,부산광역시,동래구,,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
성원숯불갈비,대구 달성군 논공읍 논공로21길 14-4,"https://map.naver.com/p/entry/place/37817485?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072318&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/37817485?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072318&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%B1%EC%9B%90%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84%20%EB%8C%80%EA%B5%AC%20%EB%8B%AC%EC%84%B1%EA%B5%B0%20%EB%85%BC%EA%B3%B5%EC%9D%8D%20%EB%85%BC%EA%B3%B5%EB%A1%9C21%EA%B8%B8%2014-4,대구광역시,달성군,논공읍,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
성원숯불갈비,대구광역시 달성군 논공읍 논공로21길 14-4,"https://map.naver.com/p/entry/place/37817485?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101715&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/37817485?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101715&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%B1%EC%9B%90%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8B%AC%EC%84%B1%EA%B5%B0%20%EB%85%BC%EA%B3%B5%EC%9D%8D%20%EB%85%BC%EA%B3%B5%EB%A1%9C21%EA%B8%B8%2014-4,대구광역시,달성군,논공읍,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
세웅이네가족식당,대전광역시 중구 중촌동 410-9 1층 세웅이네 가족식당,"https://map.naver.com/p/entry/place/38274505?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072022&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/38274505?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072022&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%B8%EC%9B%85%EC%9D%B4%EB%84%A4%EA%B0%80%EC%A1%B1%EC%8B%9D%EB%8B%B9%20%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%A4%91%EA%B5%AC%20%EC%A4%91%EC%B4%8C%EB%8F%99%20410-9%201%EC%B8%B5%20%EC%84%B8%EC%9B%85%EC%9D%B4%EB%84%A4%20%EA%B0%80%EC%A1%B1%EC%8B%9D%EB%8B%B9,대전광역시,중구,중촌동,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
세종김밥천국,세종특별자치시 보람동 742 금강시티타워 110호,"https://map.naver.com/p/entry/place/925960928?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072028&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/925960928?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072028&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%84%B8%EC%A2%85%EA%B9%80%EB%B0%A5%EC%B2%9C%EA%B5%AD%20%EC%84%B8%EC%A2%85%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EC%8B%9C%20%EB%B3%B4%EB%9E%8C%EB%8F%99%20742%20%EA%B8%88%EA%B0%95%EC%8B%9C%ED%8B%B0%ED%83%80%EC%9B%8C%20110%ED%98%B8,세종특별자치시,,보람동,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
소담갈비,서울특별시 구로구 경인로35길 113-4 1층.,"https://map.naver.com/p/entry/place/1137203802?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1137203802?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%86%8C%EB%8B%B4%EA%B0%88%EB%B9%84%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EA%B2%BD%EC%9D%B8%EB%A1%9C35%EA%B8%B8%20113-4%201%EC%B8%B5.,서울특별시,구로구,고척동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
소담초밥,경기도 평택시 비전동 1098-1 희성프라자 103호,"https://map.naver.com/p/entry/place/1266071919?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061631&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1266071919?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061631&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%86%8C%EB%8B%B4%EC%B4%88%EB%B0%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%EB%B9%84%EC%A0%84%EB%8F%99%201098-1%20%ED%9D%AC%EC%84%B1%ED%94%84%EB%9D%BC%EC%9E%90%20103%ED%98%B8,경기도,평택시,비전동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
소림마라,부산광역시 영도구 동삼로 63 2층,"https://map.naver.com/p/entry/place/1319247686?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101716&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1319247686?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101716&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%86%8C%EB%A6%BC%EB%A7%88%EB%9D%BC%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%98%81%EB%8F%84%EA%B5%AC%20%EB%8F%99%EC%82%BC%EB%A1%9C%2063%202%EC%B8%B5,부산광역시,영도구,동삼동,중식,중식,마라탕/샹궈,"중식,마라,마라탕/샹궈",오직미클럽,ozicme-base,,,2026-02-05
소풍숯불갈비,전라북도 전주시 덕진구 정여립로 924-9,"https://map.naver.com/p/entry/place/1664078497?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061415&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1664078497?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061415&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%86%8C%ED%92%8D%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84%20%EC%A0%84%EB%9D%BC%EB%B6%81%EB%8F%84%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A7%84%EA%B5%AC%20%EC%A0%95%EC%97%AC%EB%A6%BD%EB%A1%9C%20924-9,전북특별자치도,전주시 덕진구,만성동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
솔대한식뷔페,경기도 고양시 일산동구 풍동 573-42,"https://map.naver.com/p/entry/place/2012132833?placePath=/photo?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061407&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/2012132833?placePath=/photo?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061407&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%86%94%EB%8C%80%ED%95%9C%EC%8B%9D%EB%B7%94%ED%8E%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%ED%92%8D%EB%8F%99%20573-42,경기도,고양시 일산동구,풍동,아시안,아시안,태국요리,"아시안,태국,태국요리",오직미클럽,ozicme-base,,,2026-02-05
솔밭쉼터식당,경상남도 합천군 가야면 가야산로 1139,"https://map.naver.com/p/entry/place/20578986?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/20578986?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%86%94%EB%B0%AD%EC%89%BC%ED%84%B0%EC%8B%9D%EB%8B%B9%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%ED%95%A9%EC%B2%9C%EA%B5%B0%20%EA%B0%80%EC%95%BC%EB%A9%B4%20%EA%B0%80%EC%95%BC%EC%82%B0%EB%A1%9C%201139,경상남도,합천군,가야면,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
수미초밥,부산광역시 동래구 명안로86번길 5-4,"https://map.naver.com/p/entry/place/1305799189?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101719&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1305799189?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101719&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%88%98%EB%AF%B8%EC%B4%88%EB%B0%A5%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8F%99%EB%9E%98%EA%B5%AC%20%EB%AA%85%EC%95%88%EB%A1%9C86%EB%B2%88%EA%B8%B8%205-4,부산광역시,동래구,명장동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
수수삼겹,서울특별시 강서구 화곡로56길 25 1층,"https://map.naver.com/p/entry/place/1994070689?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101721&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1994070689?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101721&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%88%98%EC%88%98%EC%82%BC%EA%B2%B9%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EC%84%9C%EA%B5%AC%20%ED%99%94%EA%B3%A1%EB%A1%9C56%EA%B8%B8%2025%201%EC%B8%B5,서울특별시,강서구,화곡동,한식,고기/구이,삼겹살,"한식,삼겹살,삼겹",오직미클럽,ozicme-base,,,2026-02-05
수원갈비,충청남도 천안시 서북구 성환읍 성환리 393-18,"https://map.naver.com/p/entry/place/32679620?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601071449&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/32679620?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601071449&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%88%98%EC%9B%90%EA%B0%88%EB%B9%84%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%EC%84%B1%ED%99%98%EC%9D%8D%20%EC%84%B1%ED%99%98%EB%A6%AC%20393-18,충청남도,천안시 서북구,성환읍,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
순재만두칼국수,경기도 이천시 경충대로2709번길 19-16,"https://map.naver.com/p/entry/place/1268782801?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061408&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1268782801?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061408&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%88%9C%EC%9E%AC%EB%A7%8C%EB%91%90%EC%B9%BC%EA%B5%AD%EC%88%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9D%B4%EC%B2%9C%EC%8B%9C%20%EA%B2%BD%EC%B6%A9%EB%8C%80%EB%A1%9C2709%EB%B2%88%EA%B8%B8%2019-16,경기도,이천시,관고동,한식,면요리,칼국수,"한식,칼국수,면",오직미클럽,ozicme-base,,,2026-02-05
쉼터갈비,경기도 남양주시 화도읍 경춘로 1810,"https://map.naver.com/p/entry/place/38758443?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601071445&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/38758443?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601071445&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%89%BC%ED%84%B0%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%82%A8%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%99%94%EB%8F%84%EC%9D%8D%20%EA%B2%BD%EC%B6%98%EB%A1%9C%201810,경기도,남양주시,화도읍,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
스마일마라탕,전라남도 나주시 대호길 76-9,"https://map.naver.com/p/entry/place/1623518345?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072031&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1623518345?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072031&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EB%A7%88%EC%9D%BC%EB%A7%88%EB%9D%BC%ED%83%95%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%82%98%EC%A3%BC%EC%8B%9C%20%EB%8C%80%ED%98%B8%EA%B8%B8%2076-9,전라남도,나주시,대호동,중식,중식,마라탕/샹궈,"중식,마라,마라탕/샹궈",오직미클럽,ozicme-base,,,2026-02-05
스시로운,부산광역시 서구 송도해변로 85-1,"https://map.naver.com/p/entry/place/1595245313?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101653&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1595245313?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101653&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%EB%A1%9C%EC%9A%B4%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EC%86%A1%EB%8F%84%ED%95%B4%EB%B3%80%EB%A1%9C%2085-1,부산광역시,서구,암남동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시복,서울특별시 마포구 마포대로12길 34 1층,"https://map.naver.com/p/entry/place/1155175292?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101722&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1155175292?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101722&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%EB%B3%B5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%A7%88%ED%8F%AC%EA%B5%AC%20%EB%A7%88%ED%8F%AC%EB%8C%80%EB%A1%9C12%EA%B8%B8%2034%201%EC%B8%B5,서울특별시,마포구,공덕동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
