상호명,대표주소,네이버플레이스,네이버지도검색링크,네이버예약URL,지역_시도,지역_시군구,지역_읍면동,식당유형_대,식당유형_세부,주요리_대표,검색태그,배지,출처유형,근거URL,근거문구,최종업데이트
할머니가래떡볶이,서울특별시 송파구 위례광장로 230 위례 아이파크 제상가2동 1층 제B119호,"https://map.naver.com/p/entry/place/1113823593?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101950&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1113823593?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101950&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%A0%EB%A8%B8%EB%8B%88%EA%B0%80%EB%9E%98%EB%96%A1%EB%B3%B6%EC%9D%B4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EC%9C%84%EB%A1%80%EA%B4%91%EC%9E%A5%EB%A1%9C%20230%20%EC%9C%84%EB%A1%80%20%EC%95%84%EC%9D%B4%ED%8C%8C%ED%81%AC%20%EC%A0%9C%EC%83%81%EA%B0%802%EB%8F%99%201%EC%B8%B5%20%EC%A0%9CB119%ED%98%B8,서울특별시,송파구,장지동,분식,분식,떡볶이,"분식,떡볶이",오직미클럽,ozicme-base,,,2026-02-05
할머니가래떡볶이수내점,경기도 성남시 분당구 돌마로366번길 8,"https://map.naver.com/p/entry/place/1083696369?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061412&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1083696369?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061412&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%A0%EB%A8%B8%EB%8B%88%EA%B0%80%EB%9E%98%EB%96%A1%EB%B3%B6%EC%9D%B4%EC%88%98%EB%82%B4%EC%A0%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%EB%8F%8C%EB%A7%88%EB%A1%9C366%EB%B2%88%EA%B8%B8%208,경기도,성남시 분당구,수내동,분식,분식,떡볶이,"분식,떡볶이",오직미클럽,ozicme-base,,,2026-02-05
항구식당,경상북도 영덕군 축산면 축산항길 64,"https://map.naver.com/p/entry/place/15916758?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061652&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/15916758?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061652&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%AD%EA%B5%AC%EC%8B%9D%EB%8B%B9%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%98%81%EB%8D%95%EA%B5%B0%20%EC%B6%95%EC%82%B0%EB%A9%B4%20%EC%B6%95%EC%82%B0%ED%95%AD%EA%B8%B8%2064,경상북도,영덕군,축산면,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
해광횟집,강원도 강릉시 주문진읍 해안로 1759-1 주문진활어회센타내,"https://map.naver.com/p/entry/place/38520761?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101951&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/38520761?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101951&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%B4%EA%B4%91%ED%9A%9F%EC%A7%91%20%EA%B0%95%EC%9B%90%EB%8F%84%20%EA%B0%95%EB%A6%89%EC%8B%9C%20%EC%A3%BC%EB%AC%B8%EC%A7%84%EC%9D%8D%20%ED%95%B4%EC%95%88%EB%A1%9C%201759-1%20%EC%A3%BC%EB%AC%B8%EC%A7%84%ED%99%9C%EC%96%B4%ED%9A%8C%EC%84%BC%ED%83%80%EB%82%B4,강원특별자치도,강릉시,주문진읍,해산물,해산물/회,회,"해산물,횟집,회",오직미클럽,ozicme-base,,,2026-02-05
해물마당,강원도 횡성군 둔내면 둔방로3번길 9,"https://map.naver.com/p/entry/place/1792360053?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072239&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1792360053?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072239&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%B4%EB%AC%BC%EB%A7%88%EB%8B%B9%20%EA%B0%95%EC%9B%90%EB%8F%84%20%ED%9A%A1%EC%84%B1%EA%B5%B0%20%EB%91%94%EB%82%B4%EB%A9%B4%20%EB%91%94%EB%B0%A9%EB%A1%9C3%EB%B2%88%EA%B8%B8%209,강원특별자치도,횡성군,둔내면,해산물,해산물/회,해물요리,"해산물,해물,해물요리",오직미클럽,ozicme-base,,,2026-02-05
해송횟집,경상남도 거제시 일운면 지세포해안로 72 1층,"https://map.naver.com/p/entry/place/35438635?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072306&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/35438635?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072306&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%B4%EC%86%A1%ED%9A%9F%EC%A7%91%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EA%B1%B0%EC%A0%9C%EC%8B%9C%20%EC%9D%BC%EC%9A%B4%EB%A9%B4%20%EC%A7%80%EC%84%B8%ED%8F%AC%ED%95%B4%EC%95%88%EB%A1%9C%2072%201%EC%B8%B5,경상남도,거제시,일운면,아시안,아시안,쌀국수/베트남요리,"아시안,베트남,쌀국수/베트남요리",오직미클럽,ozicme-base,,,2026-02-05
해신물회,강원특별자치도 양양군 강현면 해맞이길 42-2 1층,"https://map.naver.com/p/entry/place/2036428949?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101552&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/2036428949?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101552&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%B4%EC%8B%A0%EB%AC%BC%ED%9A%8C%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%96%91%EC%96%91%EA%B5%B0%20%EA%B0%95%ED%98%84%EB%A9%B4%20%ED%95%B4%EB%A7%9E%EC%9D%B4%EA%B8%B8%2042-2%201%EC%B8%B5,강원특별자치도,양양군,강현면,해산물,해산물/회,물회,"해산물,물회",오직미클럽,ozicme-base,,,2026-02-05
해양산국밥,경상북도 구미시 인의동 657-4 해양산 국밥3층,"https://map.naver.com/p/entry/place/1207405592?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072212&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1207405592?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072212&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%B4%EC%96%91%EC%82%B0%EA%B5%AD%EB%B0%A5%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EC%9D%B8%EC%9D%98%EB%8F%99%20657-4%20%ED%95%B4%EC%96%91%EC%82%B0%20%EA%B5%AD%EB%B0%A53%EC%B8%B5,경상북도,구미시,인의동,한식,국밥/탕,국밥,"한식,국밥",오직미클럽,ozicme-base,,,2026-02-05
해오름해물칼국수,충청남도 당진시 석문면 석문해안로 128,"https://map.naver.com/p/entry/place/20101428?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061411&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/20101428?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061411&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%B4%EC%98%A4%EB%A6%84%ED%95%B4%EB%AC%BC%EC%B9%BC%EA%B5%AD%EC%88%98%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EB%8B%B9%EC%A7%84%EC%8B%9C%20%EC%84%9D%EB%AC%B8%EB%A9%B4%20%EC%84%9D%EB%AC%B8%ED%95%B4%EC%95%88%EB%A1%9C%20128,충청남도,당진시,석문면,해산물,해산물/회,해물요리,"해산물,해물,해물요리",오직미클럽,ozicme-base,,,2026-02-05
햇살고운숲식당,경상남도 진주시 금산면 월아산로 1321 햇살고운숲 식당,"https://map.naver.com/p/entry/place/15533513?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101724&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/15533513?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101724&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%96%87%EC%82%B4%EA%B3%A0%EC%9A%B4%EC%88%B2%EC%8B%9D%EB%8B%B9%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%A7%84%EC%A3%BC%EC%8B%9C%20%EA%B8%88%EC%82%B0%EB%A9%B4%20%EC%9B%94%EC%95%84%EC%82%B0%EB%A1%9C%201321%20%ED%96%87%EC%82%B4%EA%B3%A0%EC%9A%B4%EC%88%B2%20%EC%8B%9D%EB%8B%B9,경상남도,진주시,금산면,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
행복식당,경상북도 경주시 태종로 434,"https://map.naver.com/p/entry/place/19904654?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101952&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/19904654?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101952&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%96%89%EB%B3%B5%EC%8B%9D%EB%8B%B9%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B2%BD%EC%A3%BC%EC%8B%9C%20%ED%83%9C%EC%A2%85%EB%A1%9C%20434,경상북도,경주시,충효동,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
행복한돼지갈비,대구광역시 달성군 다사읍 문양리 479-1 1층,"https://map.naver.com/p/entry/place/1833909263?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061125&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1833909263?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061125&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%96%89%EB%B3%B5%ED%95%9C%EB%8F%BC%EC%A7%80%EA%B0%88%EB%B9%84%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8B%AC%EC%84%B1%EA%B5%B0%20%EB%8B%A4%EC%82%AC%EC%9D%8D%20%EB%AC%B8%EC%96%91%EB%A6%AC%20479-1%201%EC%B8%B5,대구광역시,달성군,다사읍,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
행복한초밥,경상남도 양산시 중앙로 244 103호,"https://map.naver.com/p/entry/place/1268796673?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072057&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1268796673?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072057&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%96%89%EB%B3%B5%ED%95%9C%EC%B4%88%EB%B0%A5%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%96%91%EC%82%B0%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20244%20103%ED%98%B8,경상남도,양산시,신기동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
행운숯불갈비,경상북도 영주시 풍기읍 동양대로 39,"https://map.naver.com/p/entry/place/15022479?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072022&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/15022479?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072022&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%96%89%EC%9A%B4%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%98%81%EC%A3%BC%EC%8B%9C%20%ED%92%8D%EA%B8%B0%EC%9D%8D%20%EB%8F%99%EC%96%91%EB%8C%80%EB%A1%9C%2039,경상북도,영주시,풍기읍,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
허교수스시,부산광역시 해운대구 달맞이길 30 엘시티더몰 2층 2068호,"https://map.naver.com/p/entry/place/1706360107?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072215&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1706360107?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072215&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%97%88%EA%B5%90%EC%88%98%EC%8A%A4%EC%8B%9C%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%ED%95%B4%EC%9A%B4%EB%8C%80%EA%B5%AC%20%EB%8B%AC%EB%A7%9E%EC%9D%B4%EA%B8%B8%2030%20%EC%97%98%EC%8B%9C%ED%8B%B0%EB%8D%94%EB%AA%B0%202%EC%B8%B5%202068%ED%98%B8,부산광역시,해운대구,중동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
현이네김밥,대전광역시 유성구 원신흥남로42번길 11-12 1층,"https://map.naver.com/p/entry/place/1166960642?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101954&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1166960642?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101954&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%98%84%EC%9D%B4%EB%84%A4%EA%B9%80%EB%B0%A5%20%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%9C%A0%EC%84%B1%EA%B5%AC%20%EC%9B%90%EC%8B%A0%ED%9D%A5%EB%82%A8%EB%A1%9C42%EB%B2%88%EA%B8%B8%2011-12%201%EC%B8%B5,대전광역시,유성구,원신흥동,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
현주네찜,강원특별자치도 속초시 먹거리7길 20 현주네 찜,"https://map.naver.com/p/entry/place/1236943633?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061109&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1236943633?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061109&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%98%84%EC%A3%BC%EB%84%A4%EC%B0%9C%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%86%8D%EC%B4%88%EC%8B%9C%20%EB%A8%B9%EA%B1%B0%EB%A6%AC7%EA%B8%B8%2020%20%ED%98%84%EC%A3%BC%EB%84%A4%20%EC%B0%9C,강원특별자치도,속초시,교동,기타,기타(주점/카페/뷔페/기타),미상,미상,오직미클럽,ozicme-base,,,2026-02-05
형님두정본점,충청남도 천안시 서북구 노태산로 56,"https://map.naver.com/p/entry/place/33152156?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101940&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/33152156?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101940&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%98%95%EB%8B%98%EB%91%90%EC%A0%95%EB%B3%B8%EC%A0%90%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%EB%85%B8%ED%83%9C%EC%82%B0%EB%A1%9C%2056,충청남도,천안시 서북구,노태산로,한식,고기/구이,고기구이,"한식,고기구이",오직미클럽,ozicme-base,,,2026-02-05
혜화어묵당,경기도 안산시 단원구 선부동 1188 상가1동 112호,"https://map.naver.com/p/entry/place/1854390204?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061414&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1854390204?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061414&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%98%9C%ED%99%94%EC%96%B4%EB%AC%B5%EB%8B%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EB%8B%A8%EC%9B%90%EA%B5%AC%20%EC%84%A0%EB%B6%80%EB%8F%99%201188%20%EC%83%81%EA%B0%801%EB%8F%99%20112%ED%98%B8,경기도,안산시 단원구,선부동,기타,기타(주점/카페/뷔페/기타),미상,미상,오직미클럽,ozicme-base,,,2026-02-05
홍익돈까스,경기도 안산시 상록구 본오동 877-5 우남센스빌 103~106호,"https://map.naver.com/p/entry/place/33158548?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072059&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/33158548?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072059&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%99%8D%EC%9D%B5%EB%8F%88%EA%B9%8C%EC%8A%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EC%83%81%EB%A1%9D%EA%B5%AC%20%EB%B3%B8%EC%98%A4%EB%8F%99%20877-5%20%EC%9A%B0%EB%82%A8%EC%84%BC%EC%8A%A4%EB%B9%8C%20103~106%ED%98%B8,경기도,안산시 상록구,본오동,일식,일식,돈까스,"일식,돈까스",오직미클럽,ozicme-base,,,2026-02-05
화곡소머리국밥,서울특별시 강서구 화곡동 1070-16 호성파크맨션 1층,"https://map.naver.com/p/entry/place/1039506755?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072056&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1039506755?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072056&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%99%94%EA%B3%A1%EC%86%8C%EB%A8%B8%EB%A6%AC%EA%B5%AD%EB%B0%A5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EC%84%9C%EA%B5%AC%20%ED%99%94%EA%B3%A1%EB%8F%99%201070-16%20%ED%98%B8%EC%84%B1%ED%8C%8C%ED%81%AC%EB%A7%A8%EC%85%98%201%EC%B8%B5,서울특별시,강서구,화곡동,한식,국밥/탕,국밥,"한식,국밥",오직미클럽,ozicme-base,,,2026-02-05
화분횟집,강원도 삼척시 원덕읍 임원항구로 26,"https://map.naver.com/p/entry/place/1627914140?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101954&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1627914140?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101954&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%99%94%EB%B6%84%ED%9A%9F%EC%A7%91%20%EA%B0%95%EC%9B%90%EB%8F%84%20%EC%82%BC%EC%B2%99%EC%8B%9C%20%EC%9B%90%EB%8D%95%EC%9D%8D%20%EC%9E%84%EC%9B%90%ED%95%AD%EA%B5%AC%EB%A1%9C%2026,강원특별자치도,삼척시,원덕읍,해산물,해산물/회,회,"해산물,횟집,회",오직미클럽,ozicme-base,,,2026-02-05
화화돼지왕갈비,경상북도 김천시 문당길 92,"https://map.naver.com/p/entry/place/1479645084?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101955&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1479645084?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101955&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%99%94%ED%99%94%EB%8F%BC%EC%A7%80%EC%99%95%EA%B0%88%EB%B9%84%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B9%80%EC%B2%9C%EC%8B%9C%20%EB%AC%B8%EB%8B%B9%EA%B8%B8%2092,경상북도,김천시,삼락동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
황소숯불촌,울산광역시 북구 염포동 191-4,"https://map.naver.com/p/entry/place/16322098?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101736&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/16322098?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101736&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%99%A9%EC%86%8C%EC%88%AF%EB%B6%88%EC%B4%8C%20%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%B6%81%EA%B5%AC%20%EC%97%BC%ED%8F%AC%EB%8F%99%20191-4,울산광역시,북구,염포동,아시안,아시안,쌀국수/베트남요리,"아시안,베트남,쌀국수/베트남요리",오직미클럽,ozicme-base,,,2026-02-05
회뜨는마을횟집,강원특별자치도 고성군 현내면 대진리 183-4 대진어촌계 활어회센타,"https://map.naver.com/p/entry/place/15148170?placePath=/home?from=map&from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061443&locale=ko&svcName=map_pcv5&fromPanelNum=1&additionalHeight=76&timestamp=202601061442&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/15148170?placePath=/home?from=map&from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061443&locale=ko&svcName=map_pcv5&fromPanelNum=1&additionalHeight=76&timestamp=202601061442&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%9A%8C%EB%9C%A8%EB%8A%94%EB%A7%88%EC%9D%84%ED%9A%9F%EC%A7%91%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EA%B3%A0%EC%84%B1%EA%B5%B0%20%ED%98%84%EB%82%B4%EB%A9%B4%20%EB%8C%80%EC%A7%84%EB%A6%AC%20183-4%20%EB%8C%80%EC%A7%84%EC%96%B4%EC%B4%8C%EA%B3%84%20%ED%99%9C%EC%96%B4%ED%9A%8C%EC%84%BC%ED%83%80,강원특별자치도,고성군,현내면,해산물,해산물/회,회,"해산물,횟집,회",오직미클럽,ozicme-base,,,2026-02-05
흑심초밥,광주광역시 광산구 선운로20번길 8,"https://map.naver.com/p/entry/place/913051453?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/913051453?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%9D%91%EC%8B%AC%EC%B4%88%EB%B0%A5%20%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%84%A0%EC%9A%B4%EB%A1%9C20%EB%B2%88%EA%B8%B8%208,광주광역시,광산구,,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
참솥백석점,"경기 고양시 일산동구 중앙로 1079 118, 119호","https://map.naver.com/p/entry/place/1342981831?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202602011733&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1342981831?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202602011733&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%B0%B8%EC%86%A5%EB%B0%B1%EC%84%9D%EC%A0%90%20%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%A1%9C%201079%20118%2C%20119%ED%98%B8,경기도,고양시,백석동,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
참솥벨라시타점,경기 고양시 일산동구 강송로 33 벨라시타 본동 2층 메가박스입구 앞,"https://map.naver.com/p/entry/place/1077408803?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202602011737&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1077408803?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202602011737&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%B0%B8%EC%86%A5%EB%B2%A8%EB%9D%BC%EC%8B%9C%ED%83%80%EC%A0%90%20%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%86%A1%EB%A1%9C%2033%20%EB%B2%A8%EB%9D%BC%EC%8B%9C%ED%83%80%20%EB%B3%B8%EB%8F%99%202%EC%B8%B5%20%EB%A9%94%EA%B0%80%EB%B0%95%EC%8A%A4%EC%9E%85%EA%B5%AC%20%EC%95%9E,경기도,고양시,백석동,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
