상호명,대표주소,네이버플레이스,이미지,지역_시도,지역_시군구,지역_읍면동,식당유형_대,식당유형_세부,주요리_대표,검색태그,네이버검색어,,
송도코다리,경기 성남시 분당구 장미로92번길 1-1,https://map.naver.com/p/entry/place/154476568,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191101_17%2F15725893032747NESO_JPEG%2FxXf_XXxV2APc4hDAzo7o1yr4.JPG.jpg,부산,서구,암남동,"해물,생선요리",고기/구이,코다리 찜(공기밥별도)(소)/코다리 찜(공기밥별도)(중)/코다리 찜(공기밥별도)(대)/돼지갈비찜(2~3인분)/소갈비찜(2~3인분)/우동사리/떡사리/공기밥/코카콜라 500ml/사이다 500ml,"해물,생선요리,갈비,고기/구이",부산 서구 암남동 솥밥,,
고기굽는남자 사직점,경기 성남시 중원구 둔촌대로 369 대령숙수 추어탕,https://map.naver.com/p/entry/place/38262486,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231124_117%2F1700830997578wFJCD_JPEG%2F%25A4%25A1%25A4%25A1%25A4%25A4_%25281%2529.JPEG,부산,동래구,사직동,돼지고기구이,고기/구이,숙성 생삼겹살/숙성 통목살/양념 돼지갈비/항정살/갈매기살/가브리살/양념 껍데기살/(점심특선)해물솥밥세트/(단품)해물솥밥/[겨울한정] 대접 장칼국수,"칼국수,면,삼겹살,돼지고기구이,갈비,고기/구이",부산 연제구 거제동 솥밥,,
백양산하얀농원,경기 성남시 중원구 성남대로 1115 2층 201호,https://map.naver.com/p/entry/place/1203802018,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250930_158%2F17591941767003eber_JPEG%2FKakaoTalk_20250922_101436104_01.jpg,부산,부산진구,당감동,"육류,고기요리",고기/구이,영양가마솥밥정식/한우등심/한우생갈비살/한우육회/진갈비살/생갈비살/소양념갈비/소양념갈비살/생삼겹살/돼지양념,"회,한우,육류,고기요리,삼겹살,갈비,고기/구이",부산 부산진구 당감동 솥밥,,
1953형제돼지국밥 사직점,경기 성남시 중원구 광명로 338 1층,https://map.naver.com/p/entry/place/2021237844,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250819_240%2F1755568489730SBeAn_JPEG%2FKakaoTalk_20250711_202025372.jpg,부산,동래구,사직동,국밥,국밥/탕,2인세트:국밥2개+솥밥2개+수육+보쌈/3인세트:국밥3개+솥밥3개+수육+보쌈/4인세트:국밥4개+솥밥4개+수육+보쌈/맑은돼지국밥+솥밥/불꽃돼지국밥+솥밥/뽀얀돼지국밥+솥밥/수육백반+솥밥/모듬순대/맛보기 보쌈/맛보기 순대,"족발/보쌈,국밥,보쌈,국밥/탕",부산 연제구 거제동 솥밥,,
송담추어탕 부산 사직점,경기 성남시 중원구 금광로 39 B103호,https://map.naver.com/p/entry/place/1358234194,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNTA3MDVfODcg%2FMDAxNzUxNjQzNTYxNDU0.sj6LPV4ROPw4DnIU4Typ6xGbGMVBoZ3W-22NZ2zz4Ggg.b8AmuXVYFKa8IU4bUJ7SrCnsldW6Yk7ESOgMj5e0Hl0g.JPEG%2F20250113_084808.jpg.jpg,부산,동래구,사직동,추어탕,국밥/탕,송담정식(2인이상)/송담추어탕/가마솥밥+송담추어탕/오리지날 등심돈까스/추어튀김/송담특선(2인 이상)/곤드레솥밥정식(2인 이상)/얼큰추어탕/수제비추어탕/우렁추어탕,"추어탕,탕,국밥/탕",부산 연제구 거제동 솥밥,,
완뚝순두부 부산본점,경기 성남시 중원구 사기막골로 99 지하2층 B207호,https://map.naver.com/p/entry/place/1031311428,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260209_92%2F1770601325935Gt9Io_PNG%2F%25BF%25CF%25B6%25D2%25B3%25D7%25C0%25CC%25B9%25F6%25B8%25DE%25C0%25CE%25B7%25CE%25B0%25ED.png,부산,부산진구,당감동,두부요리,국밥/탕,"완뚝순두부/얼큰짬뽕순두부/굴백짬뽕순두부/매생이굴순두부/삼계순두부(삼계반마리+송화버섯,돌솥)/차돌박이순두부/알곤이순두부/햄치즈순두부/굴순두부/해물순두부","두부요리,국밥/탕,순두부",부산 연제구 거제동 솥밥,,
공감식당 부산재송동본점,경기 성남시 중원구 산성대로378번길 2,https://map.naver.com/p/entry/place/37642173,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251025_273%2F1761327070996SRR20_JPEG%2FKakaoTalk_20251025_021914496_01.jpg,부산,해운대구,재송동,"육류,고기요리",고기/구이,돼지생갈비/제주오겹살/선별숙성삼겹살/선별숙성목살/양념돼지갈비/돼지 채껍데기/파김치/제철 한재 미나리(시즌한정)/구워먹는치즈 5조각/명란가마솥밥,"육류,고기요리,삼겹살,갈비,고기/구이",부산 해운대구 반여동 솥밥,,
일해옥,경기 광주시 남한산성면 남한산성로792번길 7,https://map.naver.com/p/entry/place/16523510,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181126_75%2F15431683036245dfX1_JPEG%2Fvt3G0v5sWPm6kyLEvRadBau0.jpg,부산,동래구,사직동,돼지고기구이,고기/구이,제주 생 오겹살/돼지갈비/삼겹살/갈비살구이+돌솥밥/삼겹살김치찌개+돌솥밥,"삼겹살,돼지고기구이,탕,갈비,고기/구이",부산 연제구 거제동 솥밥,,
거북이동네 부산당감점,경기 광주시 남한산성면 남한산성로 755 경기도광주시산성리401ㅡ1,https://map.naver.com/p/entry/place/1875178154,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240609_76%2F1717859088367XPVMw_JPEG%2F1000001000.jpeg,부산,부산진구,당감동,"육류,고기요리",고기/구이,NEW 돼지짜글이&급냉삼겹세트/NEW 돼지짜글이(2~3인)/NEW 급냉삼겹(100g)/숙성 삼겹살(100g)/숙성 오겹살(100g)/숙성 목살(100g)/숙성 항정살(100g)/숙성 가브리살(100g)/소꽃갈비살(100g)/한우대패(100g),"한우,육류,고기요리,삼겹살,갈비,고기/구이",부산 연제구 거제동 솥밥,,
골든구이,경기 광주시 남한산성면 남한산성로 765 1층 서도면옥,https://map.naver.com/p/entry/place/1660286804,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241016_249%2F1729083931099M311J_JPEG%2FKakaoTalk_20241016_220425010_06.jpg,부산,동래구,사직동,"육류,고기요리",고기/구이,생갈비/양념갈비/LA양념갈비/새우구이/한우육회/양념게장/계란찜/김치찌개/청국장된장찌개/온국수/냉국수/비빔국수,"회,면,한우,육류,고기요리,탕,갈비,고기/구이",부산 연제구 거제동 솥밥,,
송담추어탕 부산지사 사직점,서울 송파구 충민로 52 가든파이브 웍스관 지하1층 1072호,https://map.naver.com/p/entry/place/1281942275,,부산,동래구,사직동,추어탕,국밥/탕,송담특선(2인 이상)/송담정식(2인 이상)/곤드레 솥밥정식/송담추어탕/얼큰이추어탕/수제비추어탕/우렁추어탕/통추어탕/얼큰수제비추어탕/특!한방추어탕,"추어탕,탕,국밥/탕",부산 연제구 거제동 솥밥,,
죽이야기 부산 사직아시아드점,경기 성남시 중원구 양현로405번길 4-3 1층 101~105호,https://map.naver.com/p/entry/place/1031037265,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260122_113%2F17690420599658kSjV_JPEG%2FKakaoTalk_20260120_094506251.jpg,부산,동래구,사직동,죽,고기/구이,한우야채죽/호박죽(ㅡ)/호박죽(새알두배)/호박죽(새알빼고)/치킨데리야끼 볶음밥/순두부 문어죽(1인)/순두부 한우죽(1인)/뚝배기 불고기(1인)/인삼닭죽(삼계죽)(기본)/인삼닭죽(삼계죽)(닭안심추가),"한우,죽,순두부,고기/구이",부산 연제구 거제동 솥밥,,
북창동순두부 판교파미어스몰점,경기 성남시 수정구 설개로2번길 2 1층,https://map.naver.com/p/entry/place/1277563781,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250228_75%2F17407038930507cFk2_JPEG%2F1.jpg,경기,성남시,시흥동,두부요리,고기/구이,북창동순두부/햄치즈순두부/해물순두부/소고기순두부/고추장불고기1인한상차림/고등어구이1인한상차림/갈비맛양념구이1인한상차림/두부김치2인실속/갈비맛양념구이2인실속/고등어+LA갈비2인한상차림,"순두부,고기/구이,두부요리,한우,갈비",경기 성남시 분당구 솥밥,,
고기굽는남자 반여점,경기 성남시 수정구 산성대로 497,https://map.naver.com/p/entry/place/2017457255,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250703_99%2F1751550358348dU0uO_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA2%25B9%25F8.jpg,부산,해운대구,반여동,돼지고기구이,고기/구이,숙성 삼겹살/숙성 통목살/냉김치말이국수/된장술밥/계란구름볶음밥/양념돼지갈비/항정살/가브리살/갈매기살/양념껍데기살,"면,삼겹살,돼지고기구이,갈비,고기/구이",부산 연제구 연산동 솥밥,,
거북이동네 부산사직점,경기 성남시 분당구 동판교로 59 지1층 B102호,https://map.naver.com/p/entry/place/1305448603,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240308_23%2F1709869588683antnH_JPEG%2F1.jpg,부산,동래구,사직동,"육류,고기요리",고기/구이,NEW 돼지짜글이&급냉삼겹세트/NEW 돼지짜글이/NEW 급냉삼겹(100g)/쫄면오겹살세트(500g)/커플세트(500g)/가족세트(800g)/숙성삼겹살(100g)/숙성목살(100g)/숙성오겹살(100g)/숙성항정살(100g),"면,육류,고기요리,삼겹살,고기/구이",부산 연제구 거제동 솥밥,,
어보제철소 F1963점,경기 성남시 분당구 성남대로779번길 48,https://map.naver.com/p/entry/place/1651159850,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241031_179%2F1730351521505ciomd_JPEG%2FKakaoTalk_20241031_140831574.jpg,부산,수영구,망미동,"해물,생선요리",고기/구이,잔칫상/어울림 A/어울림 B/바다B/바다C/바다D/전복미역국/보리굴비/한우떡갈비/연평도 알배기 암꽃게장(중),"한우,해물,생선요리,갈비,고기/구이",부산 수영구 민락동 솥밥,,
캐빈오두막,경기 성남시 중원구 산성대로 136,https://map.naver.com/p/entry/place/2009591078,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251210_254%2F1765329669410PSDOj_JPEG%2FKakaoTalk_20251210_101640315_01.jpg,부산,수영구,망미동,한정식,정식/백반,봄 정식/여름정식/가을정식/겨울정식/사계절 프리미엄 A/사계절 프리미엄 B,"백반/정식,백반,정식/백반,한정식",부산 수영구 민락동 솥밥,,
동박골식당,경기 광주시 남한산성면 남한산성로792번길 29 고구려,https://map.naver.com/p/entry/place/11477369,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_165%2F1440990767550wsT3t_JPEG%2F11477369_0.jpg,강원,정선군,정선읍,한식,면요리,돌솥곤드레밥정식+제육볶음/곤드레밥/도토리묵/메밀전병/더덕구이/돌솥영양밥/제육복음,"면요리,한식",강원 정선군 정선읍 솥밥,,
갈비세상 양재본점,경기 성남시 수정구 시민로 144 1층 가마솥순대국밥 성남 신흥점,https://map.naver.com/p/entry/place/12981147,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251107_160%2F1762497924685E4pz0_JPEG%2F001.jpg,서울,서초구,양재동,"육류,고기요리",고기/구이,한우살치살/한우특등심/한우갈비살/소양념갈비/장어소금구이(1인분)/한우안창살/한우육전/한우육회/돼지갈비/장어양념구이(1인분),"장어,회,한우,육류,고기요리,갈비,고기/구이",경기 성남시 수정구 솥밥,,
김가네 강남자곡점,경기 광주시 순암로 491,https://map.naver.com/p/entry/place/1225841624,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231017_279%2F1697539926156cg04m_JPEG%2F%25B1%25E8%25B0%25A1%25B3%25D7.jpg,서울,강남구,자곡동,분식,분식,치킨마요덮밥/김가네김밥/소고기김밥/에그스팸김밥/멸추김밥/참치김밥/쫄면/(계절)김치말이국수/떡만두국/쌀떡볶이,"면,분식,한우",경기 성남시 수정구 솥밥,,
콩두주백 상대원직영점,강원 정선군 정선읍 정선로 1368,https://map.naver.com/p/entry/place/1508386652,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250909_299%2F1757383923288wiSIm_JPEG%2F%25B8%25C5%25C0%25E5%25BB%25E7%25C1%25F8.jpg,경기,성남시,상대원동,한식,보쌈,콩두베스트정식 (2인이상 주문가능)/술한상차림/해물순두부솥밥/들깨순두부솥밥/청국장솥밥/콩비지솥밥/즉석들기름두부구이 7ps (비조리)/두부 김치제육 (밥X)/두부조림 (밥X)/보쌈한접시 (밥X),"족발/보쌈,한식,보쌈,순두부",경기 성남시 중원구 솥밥,,
샘미솥밥 모란점,강원 정선군 북평면 졸드루길 36,https://map.naver.com/p/entry/place/2096750809,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260109_68%2F1767938668126chPoh_PNG%2FA4C11D9F-F112-4C0D-8762-1F07B7041FA1.png,경기,성남시,성남동,한식,고기/구이,가지솥밥/양념갈매기살솥밥/제철 굴솥밥/양념닭구이솥밥/버섯솥밥/콩나물솥밥/닭불고기솥밥/곤드레솥밥/닭갈비솥밥/돼지제육솥밥,"한식,갈비,고기/구이",경기 성남시 중원구 솥밥,,
춘향골남원추어탕 야탑점,경기 고양시 일산동구 성석로 60,https://map.naver.com/p/entry/place/18488705,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200320_262%2F1584688582915dJGiL_JPEG%2FvkU5JhMc3HFaOM4pBZj0WiEQ.jpg,경기,성남시,야탑동,추어탕,국밥/탕,춘향골 정식/추어튀김/소고기국밥/고추튀김/추어탕/우렁추어탕/통 추어탕/딤섬튀김/돈가스/추어군만두,"추어탕,한우,국밥,탕,국밥/탕",경기 성남시 분당구 솥밥,,
대령숙수추어탕 본점,"경기 고양시 일산동구 무궁화로 370 1, 2층",https://map.naver.com/p/entry/place/19223156,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190717_48%2F15633562084835XpkA_JPEG%2FL973Cbm5g199tRo1ry7L6EjR.jpg,경기,성남시,하대원동,추어탕,국밥/탕,일반돌솥밥+추어탕/일반돌솥밥+통추어탕/일반돌솥밥+우렁추어탕/영양돌솥밥+추어탕/영양돌솥밥+통추어탕/영양돌솥밥+우렁추어탕/일반돌솥밥+설렁탕/영양돌솥밥+설렁탕/추어튀김/모듬튀김,"추어탕,탕,국밥/탕,곰탕/설렁탕",경기 성남시 중원구 솥밥,,
모란일도갈비,경기 고양시 일산동구 애니골길 112,https://map.naver.com/p/entry/place/1443319958,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231017_163%2F1697502190679vjL8h_JPEG%2F1.jpg,경기,성남시,성남동,"육류,고기요리",고기/구이,대왕 소 갈비찜/막돼갈비/왕갈비탕/차돌 된장찌개/물 막국수/비빔 막국수/들기름 막국수/우거지탕/돌솥비빔밥/굴 해장국,"면,육류,고기요리,탕,갈비,고기/구이",경기 성남시 중원구 솥밥,,
효자동솥뚜껑 성남금광점,경기 고양시 일산동구 애니골길43번길 67 어라속초생선찜 생선구이 일산애니골본점,https://map.naver.com/p/entry/place/1932565636,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250428_250%2F17458049265350Rqqw_JPEG%2FKakaoTalk_20250321_172132748.jpg,경기,성남시,금광동,돼지고기구이,고기/구이,흑돼지삼겹살 3인분/오겹살 3인분/꽃목살 3인분/삼겹살+꽃목살 3인분/마늘소금양념 소갈비살 3인분/마늘간장양념 소갈비살 3인분/갑오징어숙회/미나리육회/[점심메뉴]김치콩나물국밥/[점심메뉴]콩나물국밥,"회,삼겹살,돼지고기구이,국밥,갈비,고기/구이",경기 성남시 중원구 솥밥,,
쿠폰,경기 고양시 일산동구 강송로 33 벨라시타 본동 2층 메가박스입구 앞,https://map.naver.com/p/entry/place/1812180838,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231017_279%2F1697539926156cg04m_JPEG%2F%25B1%25E8%25B0%25A1%25B3%25D7.jpg,경기,성남시,금광동,분식,분식,김가네김밥/참치김밥/멸추김밥/에그스팸김밥/와사비크래미김밥/더블치즈김밥/소고기김밥/통새우롤/돈까스롤/소고기주먹밥,"분식,한우",경기 성남시 중원구 솥밥,,
김치도가 상대원점,경기 고양시 일산동구 중앙로1261번길 61 107호~109호,https://map.naver.com/p/entry/place/1945434798,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241212_112%2F17340047283484L1Pk_JPEG%2F%25B1%25E8%25C4%25A1%25B0%25A1_%25B8%25C0%25C0%25D6%25BE%25EE%25BC%25AD5.jpg,경기,성남시,상대원동,"찌개,전골",고기/구이,고기듬뿍 김치찌개 + 솥밥/꽁치듬뿍 김치찌개/햄듬뿍 김치찌개 + 솥밥/계란말이/제육볶음/묵은지 두루치기 (중)/묵은지 두루치기 (대)/묵은지 오겹살 (150g)/묵은지 삼겹살 (150g),"찌개,전골,삼겹살,탕,고기/구이",경기 성남시 중원구 솥밥,,
죽이야기 성남 단대오거리역점,경기 고양시 일산동구 백석로72번길 13-3 1층 한고집,https://map.naver.com/p/entry/place/1220866423,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260122_113%2F17690420599658kSjV_JPEG%2FKakaoTalk_20260120_094506251.jpg,경기,성남시,금광동,죽,한우,완도전복죽/불낙죽(매운맛)/모듬해물죽/한우야채죽/호박죽/팥죽/매운낙지볶음밥/특전복죽/진품전복죽/전복인삼닭죽,"한우,죽,낙지",경기 성남시 중원구 솥밥,,
아라리오,경기 고양시 일산동구 강송로125번길 7-12 1층 어뜰,https://map.naver.com/p/entry/place/15012498,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210428_59%2F16195867730676Lf8D_JPEG%2FijG8h2-IGFYStzqz_GlmRfAl.jpg,경기,광주시,남한산성면,한식,고기/구이,아라리오 정식/돼지갈비/더덕구이솥밥정식/생선구이(솥밥+된장찌개)/돼지불고기(솥밥+된장찌개)/삼겹살/해물파전/감자전/도토리묵/산성손두부김치,"한식,삼겹살,탕,갈비,고기/구이",경기 성남시 중원구 솥밥,,
재넘어 화덕고등어,경기 고양시 일산동구 중앙로 1286 고양아람누리 3층,https://map.naver.com/p/entry/place/1388531121,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250405_200%2F1743845025856RTzKA_JPEG%2F1000004193.jpg,경기,광주시,남한산성면,생선구이,해산물/회,고등어조림. 갈치조림/갈치조림,"생선구이,해산물/회",경기 성남시 중원구 솥밥,,
서도면옥,경기 고양시 일산동구 정발산로 31-9 레이크프라자-2,https://map.naver.com/p/entry/place/1407535415,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240107_228%2F1704619544669IJezs_JPEG%2F1.jpg,경기,광주시,남한산성면,한식,면요리,5분돼지김치/갈 비 탕/물 냉 면/비빔냉면/회 냉 면/냉면사리추가/왕 만 두/이동갈비/갈 비 살/된장찌개,"회,면,면요리,한식,탕,갈비",경기 성남시 중원구 솥밥,,
죽이야기 서울 송파가든파이브점,경기 고양시 일산동구 애니골길 20 1층,https://map.naver.com/p/entry/place/846612299,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260122_113%2F17690420599658kSjV_JPEG%2FKakaoTalk_20260120_094506251.jpg,서울,송파구,문정동,죽,한우,완도전복죽/불낙죽(매운맛)/모듬해물죽/한우야채죽/호박죽/팥죽/매운낙지볶음밥/특전복죽/진품전복죽/전복인삼닭죽,"한우,죽,낙지",경기 성남시 중원구 솥밥,,
콩두주백 분당점,경기 고양시 일산동구 풍산로 73 1층,https://map.naver.com/p/entry/place/1796333920,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240607_85%2F1717737058536D86gO_JPEG%2F%25C4%25E1%25B5%25CE.jpg,경기,성남시,여수동,두부요리,정식/백반,콩두베스트정식/들깨순두부솥밥/해물순두부솥밥/청국장솥밥/콩비지솥밥,"두부요리,백반/정식,백반,정식/백반,순두부",경기 성남시 분당구 솥밥,,
명은옥,경기 고양시 일산동구 중앙로 1079 백석동 더리브 스타일 2층,https://map.naver.com/p/entry/place/2074120117,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251219_185%2F1766144796200tN2ga_JPEG%2F1766144767229.jpg,경기,성남시,시흥동,한식,국밥/탕,소머리국밥/아롱사태수육/설렁탕/얼큰소머리국밥/얼큰설렁탕,"한식,국밥,탕,국밥/탕,곰탕/설렁탕",경기 성남시 분당구 솥밥,,
257의정부부대찌개 양지점,"경기 고양시 일산동구 중앙로 1079 118, 119호",https://map.naver.com/p/entry/place/37376457,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231204_293%2F1701671891722lfWBX_JPEG%2F1000003181.jpg,경기,성남시,양지동,"찌개,전골",국밥/탕,의정부부대찌개/치즈부대찌개/257부대찌개/특부대찌개/김치찌개/소불고기 1인분/닭볶음탕,"찌개,전골,탕,국밥/탕",경기 성남시 중원구 솥밥,,
호호솥밥 분당점,경기 고양시 일산동구 고봉로 747 1층,https://map.naver.com/p/entry/place/2012465591,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250516_31%2F1747386656860hsLS9_PNG%2F1000012879.png,경기,성남시,백현동,한식,고기/구이,(냉) 명란 오차즈케/스테이크 솥밥/부타동 솥밥/[매콤] 쭈꾸미솥밥/전복&가리비 솥밥/[신메뉴] 여수 꼬막솥밥/(냉) 연어 오차즈케/[버터로 구운] 고등어 구이/유린기/[직접만든] 연어카츠4P+타르타르소스+생와사비,"한식,낙지,고기/구이",경기 성남시 분당구 솥밥,,
죽이야기 성남 분당이매점,경기 고양시 일산동구 고봉로 723 우리동네가든,https://map.naver.com/p/entry/place/749571518,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260122_113%2F17690420599658kSjV_JPEG%2FKakaoTalk_20260120_094506251.jpg,경기,성남시,이매동,죽,한우,완도전복죽/불낙죽(매운맛)/모듬해물죽/한우야채죽/호박죽/팥죽/매운낙지볶음밥/특전복죽/진품전복죽/전복인삼닭죽,"한우,죽,낙지",경기 성남시 분당구 솥밥,,
정원숯불한우,경기 고양시 일산동구 숲속마을1로 62-22 1층 프롬제주,https://map.naver.com/p/entry/place/1980662643,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210505_286%2F1620194585412U478p_JPEG%2FA601TbEg9J0Z-T4IWQpaZqQb.jpeg.jpg,경기,성남시,성남동,"육류,고기요리",고기/구이,한우모듬/안창살/치마살/살치살/생등심/갈비살/차돌박이/한우불고기/육사시미/육회,"회,한우,육류,고기요리,갈비,고기/구이",경기 성남시 중원구 솥밥,,
고구려,경기 고양시 일산동구 애니골길 103-6 1층,https://map.naver.com/p/entry/place/15012428,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240405_12%2F1712306632411VXSfV_JPEG%2FIMG_0780_%25281%2529.jpeg,경기,광주시,남한산성면,한식,국밥/탕,간장게장 솥밥정식(1인)/삼계탕/능이토종백숙(2~3인)/능이오리백숙(2~3인),"한식,탕,국밥/탕",경기 성남시 중원구 솥밥,,
가마솥순대국밥 성남신흥점,경기 고양시 일산동구 위시티로 3-6 가동,https://map.naver.com/p/entry/place/1477546918,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240306_128%2F1709690924646j5H5R_JPEG%2F71f404a5-db5e-11ee-bb1a-b4055dce029e_03.jpg,경기,성남시,신흥동,"순대,순댓국",국밥/탕,편백찜정식/편백찜 솥밥정식/우사골 순대국밥/양지육수 순대국밥/얼큰 순대국밥/우사골 수육국밥/양지육수 수육국밥/얼큰 수육국밥/함박스테이크정식/직화오징어볶음,"순대,순댓국,국밥,국밥/탕",경기 성남시 중원구 솥밥,,
김가네 삼동점,경기 고양시 일산동구 백마로 536-36,https://map.naver.com/p/entry/place/1161036508,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231017_279%2F1697539926156cg04m_JPEG%2F%25B1%25E8%25B0%25A1%25B3%25D7.jpg,경기,광주시,삼동,분식,분식,에그스팸김밥/김가네김밥/참치마요김밥/소고기김밥/멸추김밥/더블체다치즈김밥/유부우동/야채튀김우동/왕새우튀김우동/라볶이,"분식,한우",경기 성남시 중원구 솥밥,,
산마실,경기 고양시 일산동구 고일로 10,https://map.naver.com/p/entry/place/177152902,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170731_189%2F1501476235000QS6Bv_JPEG%2F186678563939986_0.jpeg,강원,정선군,정선읍,향토음식,정식/백반,곤드레밥/콧등치기/묵사발/돌솥 곤드레 영양밥/산채비비밥/돌솥 곤드레 영양밥 정식,"백반/정식,향토음식,백반,정식/백반",강원 정선군 정선읍 솥밥,,
아라리식당,경기 고양시 일산동구 장항로 12,https://map.naver.com/p/entry/place/1233825934,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231222_296%2F1703221336772J7T92_JPEG%2F1000000802.jpg,강원,정선군,북평면,한식,정식/백반,곤드레 솥밥 정식/백반(솥밥),"백반/정식,한식,백반,정식/백반",강원 정선군 정선읍 솥밥,,
